Producer;Title;Year;Picname;Critic;Critic_S;Score;Rating
Ramey Wine s;Ramey Fort Ross-Seaview Chardonnay;2017;Ramey Fort Ross-Seaview Chardonnay 2017.jpg;Vinous;VIN;93;"Vinous Media 93 * ""The 2017 Chardonnay (Fort Ross-Seaview) is soft, creamy and wonderfully inviting, with notes of lemon confit, white flowers, white pepper and mint. The Fort-Ross Seaview Chardonnay - made entirely from Martinelli's Charles Ranch - takes the place of the former Sonoma Coast bottling. The 2018 finishes with terrific freshness and nuance. This is a gorgeous wine.  *  -- Antonio Galloni"""
Ramey Wine s;Ramey Fort Ross-Seaview Chardonnay;2017;Ramey Fort Ross-Seaview Chardonnay 2017.jpg;Wine Spectator;WS;92;"Wine Spectator 92 * ""Powerful and well-structured, featuring concentrated Gala apple and white cherry flavors, backed by fresh acidity. Sea salt accents show midpalate, with a minerally finish. Drink now through 2024. 3,359 cases made.  KM"""
Ramey Wine s;Ramey Fort Ross-Seaview Chardonnay;2017;Ramey Fort Ross-Seaview Chardonnay 2017.jpg;Jeb Dunnuck;JD;92;"Jeb Dunnuck 92 * ""The appellation 2017 Chardonnay Fort Ross Seaview Sonoma Coast comes all from the Charles Ranch Vineyard and spent a year in 25 new French oak. Terrific notes of sauted orchard fruits, crushed lemons, and white flowers notes all emerge from the glass, and it has a kiss of background oak, bright acidity, and a great finish. It's a balanced, classic Chardonnay from Ramey that will keep for a decade."""
Tiefenbrunner Castel Turmhof;Tiefenbrunner Pinot Grigio;2019;Tiefenbrunner Pinot Grigio 2019.jpg;Wine Enthusiast;WE;91;"Wine Enthusiast 91  * ""Aromas of honeysuckle, green apple and honeydew melon follow through to the juicy palate, along with a note of white peach. Tangy acidity lifts the rich flavors."""
M. Chapoutier;M. Chapoutier Belleruche Cotes du Rhone Blanc;2019;M. Chapoutier Belleruche Cotes du Rhone Blanc 2019.jpg;James Suckling;JS;91;"James Suckling 91 * ""M. Chapoutier Belleruche wines offer and exceptional everyday option from the talented winemaker Michel Chapoutier. Michel says making affordable high quality wines is one of the most difficult tasks. The Belleruche Blanc is complex and elegant with aromas of apricot, fennel, and floral scents."""
O. Fournier;Fournier Les Belles Vignes Sancerre Blanc;2019;Fournier Les Belles Vignes Sancerre Blanc 2019.jpg;James Suckling;JS;93;"James Suckling 93 * ""Exotic aromas of mango, papaya and lime with fresh thyme and other herbs. Medium body. Crisp acidity. Serious Sancere here."""
Giesen Estate;Giesen Estate Sauvignon Blanc;2019;Giesen Estate Sauvignon Blanc 2019.jpg;Wine Enthusiast;WE;89;Wine Enthusiast 89 * There's some flinty, oniony reduction at first sniff, but also plenty of passion fruit, pineapple, crushed green herbs, tomato leaf and fresh green bean aromas. Slippery in texture and prickly with acidity, white spice and seashell characters round out the green herbs and subtle fruit. Simple but balanced and refreshing. ~CP
San Salvatore;San Salvatore Falanghina;2018;San Salvatore Falanghina 2018.jpg;James Suckling;JS;92;"James Suckling 92 * ""The lifted white flowers are a joy, as are the hints of herbs, citrus and jasmine. Full-bodied and oily, ironed out beautifully by driven acidity. Drink now."" -J.S."
Joel Gott;Joel Gott Sauvignon Blanc;2019;Joel Gott Sauvignon Blanc 2019.jpg;Wine Spectator;WS;92;Wine Spectator 92
Dry Creek;Dry Creek Vineyards Chenin Blanc;2019;Dry Creek Vineyards Chenin Blanc 2019.jpg;Wilfred Wong;WW;91;Wilfred Wong 91 * The 2019 Dry Creek Vineyard Dry Chenin Blanc takes a page out of France's Loire Valley as it plays on a level field with the best of Vouvrays. TASTING NOTES: This wine is fresh, bright, and attractive with aromas of honeydew, dried earth, and tart apples. Pair it with a seafood salad of grilled prawns, Mandarin oranges, and pickled ginger. (Tasted: August 5, 2020, San Francisco, CA)-WW
Granbazan;Granbazan Etiqueta Verde Albarino;2019;Granbazan Etiqueta Verde Albarino 2019.jpg;Wine & Spirits;WAS;92;"Wine & Spirits 92 * ""This albario offers its fresh coastal richness with the kind of naked joy delivered in a freshly shucked scallop. That clean depth of flavor carries the sunny feel of the Atlantic coast in summer. The wine spends three months on the lees, in tank, developing white flower notes but no toastiness or excess weight. Its a fresh, bold beauty."""
Granbazan;Granbazan Etiqueta Verde Albarino;2019;Granbazan Etiqueta Verde Albarino 2019.jpg;Wine Enthusiast;WE;91;"Wine Enthusiast 91 * # 91 Top 100 2020  * "" Apple and other white fruit aromas come with a touch of lanolin, while this is fresh yet rounded on the palate. Nice flavors of golden apple, white stone fruits and sea salt finish with good length. Drink this rock-solid Albario through 2021. Europvin USA. M.S."""
Vincent Dampt;Vincent Dampt Cote de Lechet Chablis Premier Cru;2019;Vincent Dampt Cote de Lechet Chablis Premier Cru 2019.jpg;Wine Enthusiast;WE;95;Wine Enthusiast 95 * Best of the Year * Print text to follow when the hard copy is released. 
Merry Edwards;Merry Edwards Russian River Sauvignon Blanc;2018;Merry Edwards Russian River Sauvignon Blanc 2018.jpg;Wine Spectator;WS;93;"Wine Spectator 93 * ""A pretty thread of orange water adds an aromatic lift to the core of nectarine, apricot and lemon zest flavors, set on a succulent, fleshy frame. Dried ginger, honeysuckle and melon notes linger on the long, expressive finish."""
Merry Edwards;Merry Edwards Russian River Sauvignon Blanc;2018;Merry Edwards Russian River Sauvignon Blanc 2018.jpg;Wine Advocate;WA;92;"Wine Advocate 92 * ""The 2018 Sauvignon Blanc contains 60 estate fruit this year and 42 of the blend comes from Sauvignon Musqu. Barrel fermented and aged in 18 new oak with twice-weekly lees stirring, it has a gregarious nose with gooseberry, tart kiwi, tarragon, cut grass, white peaches and elderflower plus touches of lime and stone. Light to medium-bodied, it offers great flavor intensity with bright, zippy acidity and a long, lightly textured finish."""
Grgich Hills Estate;Grgich Hills Estate Napa Fume Blanc;2017;Grgich Hills Estate Napa Fume Blanc 2017.jpg;Wilfred Wong;WW;92;"Wilfred Wong 92 * ""The Grgich Hills Estate Fum Blanc has been one of the mainstays from the Napa Valley when it comes to top white wines. The 2017 vintage is right on the mark, as expected. Enjoy its aromas and flavors of focused dried herbs and ripe citrus with a shellfish stew."" (Tasted: February 13, 2020, San Francisco, CA)"
Grgich Hills Estate;Grgich Hills Estate Napa Fume Blanc;2017;Grgich Hills Estate Napa Fume Blanc 2017.jpg;James Suckling;JS;91;"James Suckling 91 * ""Sliced dried-lemon and green-apple aromas and flavors. Cooked apples, too. Full-bodied, flavorful and delicious. Opulent white. From biodynamically grown grapes. Drink now."""
Gilbert PICQ;Gilbert Picq Chablis;2019;Gilbert Picq Chablis 2019.jpg;Vinous;VIN;92;"Vinous Media 92 * ""The 2019 Chablis Village was tasted both separately and as a blend so that Didier Picq could show the different terroirs: limestone, clay and a third from younger vines on clay-limestone soils (12 different parcels dispersed over 8ha.) There is superb intensity on the nose, featuring red and green apples, pear and a strong oyster shell/marine scent. The palate is nicely poised and full of tension emanating from the limestone terroirs that also lend this Village Cru its persistence on the finish. Classic Chablis from start to finish.""~Neil Martin"
Talbott;Talbott Kali-Hart Chardonnay;2018;Talbott Kali-Hart Chardonnay 2018.jpg;Wilfred Wong;WW;90;Wilfred Wong 90 * The 2018 Talbott Kali Hart Chardonnay drinks long and easily. TASTING NOTES: This wine nicely combines ripe fruit with just the right amount of savory spices. Pair it with a lightly-spiced chicken stew. - Wilfred Wong of Wine.com
Cloudy Bay;Cloudy Bay Sauvignon Blanc;2020;Cloudy Bay Sauvignon Blanc 2020.jpg;James Suckling;JS;92;James Suckling 92 * A fresh, creamy-textured white with lots of freshness and lovely pear and green-apple character. Some white pineapple. Its medium-bodied with crisp acidity and a flavorful finish. Less herbs and more clean, ripe fruit.
Cloudy Bay;Cloudy Bay Sauvignon Blanc;2020;Cloudy Bay Sauvignon Blanc 2020.jpg;Decanter;D;92;Decanter 92 * It would be easy for Cloudy Bay to rest on its laurels, such is its renown, but you can't argue with the quality (even if you might at the price). The sweet, juicy pink grapefruit, guava and passion fruit notes are elegant, not in your face, and balanced well by brisk acidity. Delicious!
Domaine Sigalas;Domaine Sigalas Santorini Assyritko;2019;Domaine Sigalas Santorini Assyritko 2019.jpg;Wine Advocate;WA;93;"Wine Advocate 93 * ""The 2019 Santorini Assyrtiko, the flagship 100 Assyrtiko, is unoaked, dry (1.5 grams of residual sugar, 6.4 of total acidity and a pH of 3.08) and comes in at 14 alcohol. It was bottled in November 2019, sourced from vines over 70 years in age, all non-grafted. Solid in the mid-palate but without the very ripe nuances that some bigger wines on Santorini can acquire, this has fine structure to support the fruit and a great finish. The clean, dry and serious finish is lovely. It seems elegant and a bit understated, perfectly crafted and balancedin other words, pretty typical. As is also typical, it always shows better the next day. This wine just has too much going on to show well in its youth on first pour. It looks splendid and able to develop over some years. It should improve, not just hold. I tend to think this will eventually overtake the 2018 Kavalieros this issue (a late release), but that is certainly more evolved and showing better today."""
Robert Mondavi;Woodbridge Robert Mondavi Pinot Grigio;0000;Woodbridge Robert Mondavi Pinot Grigio.jpg;Wine Enthusiast;WE;88;Wine Enthusiast 88 'Best Buy' * Refreshing and charming, this light-bodied wine has aromas like apple skin and lemongrass, with a sweet-tart flavor and good acidity. Its all clean and crisp.~JG
Four Vines;Four Vines Naked Chardonnay;2019;Four Vines Naked Chardonnay 2019.jpg;Wine Enthusiast;WE;91;Wine Enthusiast 91
Crossings;Crossings Sauvignon Blanc;2019;Crossings Sauvignon Blanc 2019.jpg;Wine Spectator;WS;89;Wine Spectator 89 * “Grassy notes add an appealing fresh green accent to the core of crisp lemon, lime and pear flavors, with a hint of minerality on the finish. Drink now.”
Crossings;Crossings Sauvignon Blanc;2019;Crossings Sauvignon Blanc 2019.jpg;Wine Enthusiast;WE;89;Wine Enthusiast 89 * “Typical to the more sea swept Awatere Valley, this aromatic wine leads with dried green herbs and tomato leaf aromas, although there’s plenty of pineapple, passion fruit and lime there, too. The palate knits all of these flavors together within a creamy texture, and the finish is long and herbal. A juicy, refreshing drop.”
Charles Krug;Charles Krug Sauvginon Blanc;2019;Charles Krug Sauvginon Blanc 2019.jpg;Wine Enthusiast;WE;90;"Wine Enthusiast 90 * ""This is a stainless-steel fermented white made in large quantities that hits the mark in its candied perfume of peach and apricot. Lively and crisp, it retains a wealth of high-toned acidity and brightness throughout."""
El Enemigo;El Enemigo Chardonnay;2018;El Enemigo Chardonnay 2018.jpg;James Suckling;JS;97;"James Suckling 97  * ""This is another rock-star chardonnay from here with dried-apple, pear-skin, crushed-stone and peach-pit character. Full body. Creamy texture. Phenolic form and a long, flavorful finish."""
El Enemigo;El Enemigo Chardonnay;2018;El Enemigo Chardonnay 2018.jpg;Wine Advocate;WA;93;"Wine Advocate 93 * ""The textbook 2018 El Enemigo Chardonnay had varietal aromas and notes from the barrel, giving it a very attractive profile. But there is a secret: the barrels develop some flor yeasts in the style of Jerez (or Jura) and this gives the wine a spicy twist, hints of curry and white pepper. The wine is silky and the very high acidity is not noticeable. This is a great commercial success, and at the price, it offers great value. 16,000 bottles produced"""
Jordan;Jordan Winery Chardonnay;2018;Jordan Winery Chardonnay 2018.jpg;Wilfred Wong;WW;92;Wilfred Wong 92 * Jordan Vineyard & Winery has consistently produced one of California's finest Chardonnays, and the 2018 vintage comes through once again. TASTING NOTES: This wine shows elegant aromas and flavors that stay intricate and refined from start to finish. Enjoy its refined aromas and flavors of ripe apple, oak accents, and zesty citrus peel with a selection of the freshest sashimi you can find. (Tasted: May 14, 2020, San Francisco, CA)-WW
Grgich Hills Estate;Grgich Hills Chardonnay;2017;Grgich Hills Chardonnay 2017.jpg;Wine Advocate;WA;93;Wine Advocate 93 * The 2017 Chardonnay features compelling key lime pie, fresh grapefruit and toasted almonds notes with hints of sea spray, struck match and ginger. Medium-bodied, the palate is elegant and charged with energy, revealing a racy backbone that beautifully extends the zest and spice laced finish.
Vietti;Vietti Arneis Roero;2019;Vietti Arneis Roero 2019.jpg;Wine Advocate;WA;91;"Wine Advocate 91 * ""Pale straw yellow color with fresh floral, citrus and melon aromas with almond hints. An unoaked, dry, medium bodied white wine with crisp acidity, the Arneis is well-balanced..."""
Dry Creek;Dry Creek Vineyards Dry Fume Blanc;2019;Dry Creek Vineyards Dry Fume Blanc 2019.jpg;Wine Spectator;WS;91;"Wine Spectator 91 * “This crisp, intense white offers notes of green apple, lime zest and fresh grated ginger; with plenty of lemon verbena, showing Meyer lemon and tangerine flavors at the core. Impressive for its clarity and mouthwatering finish, on a sleek frame.”-WS"
Dry Creek;Dry Creek Vineyards Dry Fume Blanc;2019;Dry Creek Vineyards Dry Fume Blanc 2019.jpg;Wilfred Wong;WW;92;"Wilfred Wong 92 * ""The 2019 Dry Creek Vineyard Fum Blanc remains one of California's most remarkable and consistent wines. I recall tasting the 1973 vintage when it was released (circa 1975), and I may have even tried the 1972 vintage, the winery's first year of production. I'll have to dig into my ancient journals to find it I did. TASTING NOTES: The newest vintage is predictably at the top of its game. Its aromas and flavors of dried spices, herbs, tangy citrus, and chalk invite a plate of raw oysters in the quiet of the backyard. (Tasted: July 12, 2020, San Francisco, CA)""-WW"
